Schuljahr,Stufe,Schulgemeinde,Geschlecht,Nationalitaet,Anzahl
2007/2008,Primar Mittelstufe,Ermatingen PSG,weiblich,Ausland,10
2007/2008,Primar Mittelstufe,Ermatingen PSG,weiblich,Schweiz,31
2007/2008,Primar Mittelstufe,Eschenz PSG,männlich,Ausland,4
2007/2008,Primar Mittelstufe,Eschenz PSG,männlich,Schweiz,24
2007/2008,Primar Mittelstufe,Eschenz PSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Eschenz PSG,weiblich,Schweiz,22
2007/2008,Primar Mittelstufe,Eschlikon VSG,männlich,Ausland,16
2007/2008,Primar Mittelstufe,Eschlikon VSG,männlich,Schweiz,56
2007/2008,Primar Mittelstufe,Eschlikon VSG,weiblich,Ausland,7
2007/2008,Primar Mittelstufe,Eschlikon VSG,weiblich,Schweiz,49
2007/2008,Primar Mittelstufe,Felben-Wellhausen PSG,männlich,Ausland,8
2007/2008,Primar Mittelstufe,Felben-Wellhausen PSG,männlich,Schweiz,35
2007/2008,Primar Mittelstufe,Felben-Wellhausen PSG,weiblich,Ausland,7
2007/2008,Primar Mittelstufe,Felben-Wellhausen PSG,weiblich,Schweiz,34
2007/2008,Primar Mittelstufe,Fimmelsberg-Holzhäusern PSG,männlich,Schweiz,19
2007/2008,Primar Mittelstufe,Fimmelsberg-Holzhäusern PSG,weiblich,Schweiz,14
2007/2008,Primar Mittelstufe,Fischingen VSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Fischingen VSG,männlich,Schweiz,46
2007/2008,Primar Mittelstufe,Fischingen VSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Fischingen VSG,weiblich,Schweiz,46
2007/2008,Primar Mittelstufe,Frasnacht PSG,männlich,Ausland,4
2007/2008,Primar Mittelstufe,Frasnacht PSG,männlich,Schweiz,25
2007/2008,Primar Mittelstufe,Frasnacht PSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Frasnacht PSG,weiblich,Schweiz,20
2007/2008,Primar Mittelstufe,Frauenfeld PSG,männlich,Ausland,89
2007/2008,Primar Mittelstufe,Frauenfeld PSG,männlich,Schweiz,259
2007/2008,Primar Mittelstufe,Frauenfeld PSG,weiblich,Ausland,81
2007/2008,Primar Mittelstufe,Frauenfeld PSG,weiblich,Schweiz,274
2007/2008,Primar Mittelstufe,Freidorf-Watt PSG,männlich,Ausland,4
2007/2008,Primar Mittelstufe,Freidorf-Watt PSG,männlich,Schweiz,29
2007/2008,Primar Mittelstufe,Freidorf-Watt PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Freidorf-Watt PSG,weiblich,Schweiz,35
2007/2008,Primar Mittelstufe,Friltschen PSG,männlich,Schweiz,7
2007/2008,Primar Mittelstufe,Friltschen PSG,weiblich,Schweiz,13
2007/2008,Primar Mittelstufe,Gachnang PSG,männlich,Ausland,3
2007/2008,Primar Mittelstufe,Gachnang PSG,männlich,Schweiz,73
2007/2008,Primar Mittelstufe,Gachnang PSG,weiblich,Ausland,8
2007/2008,Primar Mittelstufe,Gachnang PSG,weiblich,Schweiz,66
2007/2008,Primar Mittelstufe,Götighofen PSG,männlich,Schweiz,14
2007/2008,Primar Mittelstufe,Götighofen PSG,weiblich,Schweiz,5
2007/2008,Primar Mittelstufe,Gündelhart-Hörhausen PSG,männlich,Schweiz,10
2007/2008,Primar Mittelstufe,Gündelhart-Hörhausen PSG,weiblich,Schweiz,11
2007/2008,Primar Mittelstufe,Güttingen PSG,männlich,Ausland,7
2007/2008,Primar Mittelstufe,Güttingen PSG,männlich,Schweiz,22
2007/2008,Primar Mittelstufe,Güttingen PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Güttingen PSG,weiblich,Schweiz,24
2007/2008,Primar Mittelstufe,Hefenhofen PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Hefenhofen PSG,männlich,Schweiz,26
2007/2008,Primar Mittelstufe,Hefenhofen PSG,weiblich,Ausland,4
2007/2008,Primar Mittelstufe,Hefenhofen PSG,weiblich,Schweiz,23
2007/2008,Primar Mittelstufe,Herdern PSG,männlich,Schweiz,7
2007/2008,Primar Mittelstufe,Herdern PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Herdern PSG,weiblich,Schweiz,9
2007/2008,Primar Mittelstufe,Homburg-Hörstetten PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Homburg-Hörstetten PSG,männlich,Schweiz,17
2007/2008,Primar Mittelstufe,Homburg-Hörstetten PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Homburg-Hörstetten PSG,weiblich,Schweiz,23
2007/2008,Primar Mittelstufe,Horn VSG,männlich,Ausland,6
2007/2008,Primar Mittelstufe,Horn VSG,männlich,Schweiz,41
2007/2008,Primar Mittelstufe,Horn VSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Horn VSG,weiblich,Schweiz,37
2007/2008,Primar Mittelstufe,Hüttlingen PSG,männlich,Schweiz,13
2007/2008,Primar Mittelstufe,Hüttlingen PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Hüttlingen PSG,weiblich,Schweiz,13
2007/2008,Primar Mittelstufe,Hüttwilen PSG,männlich,Ausland,3
2007/2008,Primar Mittelstufe,Hüttwilen PSG,männlich,Schweiz,9
2007/2008,Primar Mittelstufe,Hüttwilen PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Hüttwilen PSG,weiblich,Schweiz,17
2007/2008,Primar Mittelstufe,Kemmental VSG,männlich,Ausland,3
2007/2008,Primar Mittelstufe,Kemmental VSG,männlich,Schweiz,67
2007/2008,Primar Mittelstufe,Kemmental VSG,weiblich,Ausland,4
2007/2008,Primar Mittelstufe,Kemmental VSG,weiblich,Schweiz,47
2007/2008,Primar Mittelstufe,Kesswil PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Kesswil PSG,männlich,Schweiz,9
2007/2008,Primar Mittelstufe,Kesswil PSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Kesswil PSG,weiblich,Schweiz,9
2007/2008,Primar Mittelstufe,Kreuzlingen PSG,männlich,Ausland,117
2007/2008,Primar Mittelstufe,Kreuzlingen PSG,männlich,Schweiz,144
2007/2008,Primar Mittelstufe,Kreuzlingen PSG,weiblich,Ausland,124
2007/2008,Primar Mittelstufe,Kreuzlingen PSG,weiblich,Schweiz,105
2007/2008,Primar Mittelstufe,Kt. Appenzell A.Rh.,weiblich,Schweiz,2
2007/2008,Primar Mittelstufe,Kt. St. Gallen,männlich,Schweiz,8
2007/2008,Primar Mittelstufe,Kt. St. Gallen,weiblich,Schweiz,1
2007/2008,Primar Mittelstufe,Langrickenbach PSG,männlich,Schweiz,26
2007/2008,Primar Mittelstufe,Langrickenbach PSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Langrickenbach PSG,weiblich,Schweiz,23
2007/2008,Primar Mittelstufe,Lanterswil PSG,männlich,Schweiz,6
2007/2008,Primar Mittelstufe,Lanterswil PSG,weiblich,Schweiz,3
2007/2008,Primar Mittelstufe,Lommis PSG,männlich,Schweiz,27
2007/2008,Primar Mittelstufe,Lommis PSG,weiblich,Schweiz,26
2007/2008,Primar Mittelstufe,Mammern PG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Mammern PG,männlich,Schweiz,6
2007/2008,Primar Mittelstufe,Mammern PG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Mammern PG,weiblich,Schweiz,8
2007/2008,Primar Mittelstufe,Märstetten PSG,männlich,Ausland,5
2007/2008,Primar Mittelstufe,Märstetten PSG,männlich,Schweiz,50
2007/2008,Primar Mittelstufe,Märstetten PSG,weiblich,Ausland,5
2007/2008,Primar Mittelstufe,Märstetten PSG,weiblich,Schweiz,38
2007/2008,Primar Mittelstufe,Märwil PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Märwil PSG,männlich,Schweiz,14
2007/2008,Primar Mittelstufe,Märwil PSG,weiblich,Schweiz,19
2007/2008,Primar Mittelstufe,Matzingen PSG,männlich,Ausland,5
2007/2008,Primar Mittelstufe,Matzingen PSG,männlich,Schweiz,44
2007/2008,Primar Mittelstufe,Matzingen PSG,weiblich,Ausland,7
2007/2008,Primar Mittelstufe,Matzingen PSG,weiblich,Schweiz,46
2007/2008,Primar Mittelstufe,Müllheim PSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Müllheim PSG,männlich,Schweiz,50
2007/2008,Primar Mittelstufe,Müllheim PSG,weiblich,Ausland,7
2007/2008,Primar Mittelstufe,Müllheim PSG,weiblich,Schweiz,51
2007/2008,Primar Mittelstufe,Münchwilen VSG,männlich,Ausland,19
2007/2008,Primar Mittelstufe,Münchwilen VSG,männlich,Schweiz,82
2007/2008,Primar Mittelstufe,Münchwilen VSG,weiblich,Ausland,15
2007/2008,Primar Mittelstufe,Münchwilen VSG,weiblich,Schweiz,80
2007/2008,Primar Mittelstufe,Münsterlingen PSG,männlich,Ausland,8
2007/2008,Primar Mittelstufe,Münsterlingen PSG,männlich,Schweiz,35
2007/2008,Primar Mittelstufe,Münsterlingen PSG,weiblich,Ausland,16
2007/2008,Primar Mittelstufe,Münsterlingen PSG,weiblich,Schweiz,20
2007/2008,Primar Mittelstufe,Neunforn PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Neunforn PSG,männlich,Schweiz,13
2007/2008,Primar Mittelstufe,Neunforn PSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Neunforn PSG,weiblich,Schweiz,16
2007/2008,Primar Mittelstufe,Nollen VSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Nollen VSG,männlich,Schweiz,68
2007/2008,Primar Mittelstufe,Nollen VSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Nollen VSG,weiblich,Schweiz,53
2007/2008,Primar Mittelstufe,Nussbaumen PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Nussbaumen PSG,männlich,Schweiz,10
2007/2008,Primar Mittelstufe,Nussbaumen PSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Nussbaumen PSG,weiblich,Schweiz,9
2007/2008,Primar Mittelstufe,Oberhofen-Lengwil PSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Oberhofen-Lengwil PSG,männlich,Schweiz,14
2007/2008,Primar Mittelstufe,Oberhofen-Lengwil PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Oberhofen-Lengwil PSG,weiblich,Schweiz,18
2007/2008,Primar Mittelstufe,Ottoberg PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Ottoberg PSG,männlich,Schweiz,16
2007/2008,Primar Mittelstufe,Ottoberg PSG,weiblich,Schweiz,15
2007/2008,Primar Mittelstufe,Pfyn PSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Pfyn PSG,männlich,Schweiz,20
2007/2008,Primar Mittelstufe,Pfyn PSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Pfyn PSG,weiblich,Schweiz,21
2007/2008,Primar Mittelstufe,Rickenbach PSG,männlich,Ausland,21
2007/2008,Primar Mittelstufe,Rickenbach PSG,männlich,Schweiz,17
2007/2008,Primar Mittelstufe,Rickenbach PSG,weiblich,Ausland,17
2007/2008,Primar Mittelstufe,Rickenbach PSG,weiblich,Schweiz,19
2007/2008,Primar Mittelstufe,Roggwil PSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Roggwil PSG,männlich,Schweiz,25
2007/2008,Primar Mittelstufe,Roggwil PSG,weiblich,Schweiz,18
2007/2008,Primar Mittelstufe,Romanshorn PSG,männlich,Ausland,44
2007/2008,Primar Mittelstufe,Romanshorn PSG,männlich,Schweiz,97
2007/2008,Primar Mittelstufe,Romanshorn PSG,weiblich,Ausland,57
2007/2008,Primar Mittelstufe,Romanshorn PSG,weiblich,Schweiz,101
2007/2008,Primar Mittelstufe,Salenstein PG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Salenstein PG,männlich,Schweiz,13
2007/2008,Primar Mittelstufe,Salenstein PG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Salenstein PG,weiblich,Schweiz,14
2007/2008,Primar Mittelstufe,Salmsach PG,männlich,Ausland,5
2007/2008,Primar Mittelstufe,Salmsach PG,männlich,Schweiz,17
2007/2008,Primar Mittelstufe,Salmsach PG,weiblich,Ausland,9
2007/2008,Primar Mittelstufe,Salmsach PG,weiblich,Schweiz,24
2007/2008,Primar Mittelstufe,Schmidshof PSG,männlich,Schweiz,6
2007/2008,Primar Mittelstufe,Schmidshof PSG,weiblich,Schweiz,2
2007/2008,Primar Mittelstufe,Schönenberg-Kradolf PSG,männlich,Ausland,17
2007/2008,Primar Mittelstufe,Schönenberg-Kradolf PSG,männlich,Schweiz,32
2007/2008,Primar Mittelstufe,Schönenberg-Kradolf PSG,weiblich,Ausland,10
2007/2008,Primar Mittelstufe,Schönenberg-Kradolf PSG,weiblich,Schweiz,31
2007/2008,Primar Mittelstufe,Sirnach VSG,männlich,Ausland,28
2007/2008,Primar Mittelstufe,Sirnach VSG,männlich,Schweiz,109
2007/2008,Primar Mittelstufe,Sirnach VSG,weiblich,Ausland,22
2007/2008,Primar Mittelstufe,Sirnach VSG,weiblich,Schweiz,98
2007/2008,Primar Mittelstufe,Sommeri PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Sommeri PSG,männlich,Schweiz,9
2007/2008,Primar Mittelstufe,Sommeri PSG,weiblich,Schweiz,8
2007/2008,Primar Mittelstufe,Stachen PSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Stachen PSG,männlich,Schweiz,11
2007/2008,Primar Mittelstufe,Stachen PSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Stachen PSG,weiblich,Schweiz,14
2007/2008,Primar Mittelstufe,Steckborn PSG,männlich,Ausland,11
2007/2008,Primar Mittelstufe,Steckborn PSG,männlich,Schweiz,57
2007/2008,Primar Mittelstufe,Steckborn PSG,weiblich,Ausland,12
2007/2008,Primar Mittelstufe,Steckborn PSG,weiblich,Schweiz,42
2007/2008,Primar Mittelstufe,Stettfurt PSG,männlich,Schweiz,28
2007/2008,Primar Mittelstufe,Stettfurt PSG,weiblich,Schweiz,19
2007/2008,Primar Mittelstufe,Strohwilen-Wolfikon PSG,männlich,Schweiz,6
2007/2008,Primar Mittelstufe,Strohwilen-Wolfikon PSG,weiblich,Schweiz,4
2007/2008,Primar Mittelstufe,Sulgen PSG,männlich,Ausland,23
2007/2008,Primar Mittelstufe,Sulgen PSG,männlich,Schweiz,49
2007/2008,Primar Mittelstufe,Sulgen PSG,weiblich,Ausland,16
2007/2008,Primar Mittelstufe,Sulgen PSG,weiblich,Schweiz,44
2007/2008,Primar Mittelstufe,Sulgen SSG,männlich,Schweiz,1
2007/2008,Primar Mittelstufe,Tägerwilen VSG,männlich,Ausland,13
2007/2008,Primar Mittelstufe,Tägerwilen VSG,männlich,Schweiz,71
2007/2008,Primar Mittelstufe,Tägerwilen VSG,weiblich,Ausland,13
2007/2008,Primar Mittelstufe,Tägerwilen VSG,weiblich,Schweiz,71
2007/2008,Primar Mittelstufe,Thundorf PSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Thundorf PSG,männlich,Schweiz,29
2007/2008,Primar Mittelstufe,Thundorf PSG,weiblich,Ausland,1
2007/2008,Primar Mittelstufe,Thundorf PSG,weiblich,Schweiz,23
2007/2008,Primar Mittelstufe,Tobel-Tägerschen PG,männlich,Ausland,4
2007/2008,Primar Mittelstufe,Tobel-Tägerschen PG,männlich,Schweiz,29
2007/2008,Primar Mittelstufe,Tobel-Tägerschen PG,weiblich,Ausland,4
2007/2008,Primar Mittelstufe,Tobel-Tägerschen PG,weiblich,Schweiz,19
2007/2008,Primar Mittelstufe,Uesslingen PSG,männlich,Ausland,1
2007/2008,Primar Mittelstufe,Uesslingen PSG,männlich,Schweiz,7
2007/2008,Primar Mittelstufe,Uesslingen PSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Uesslingen PSG,weiblich,Schweiz,9
2007/2008,Primar Mittelstufe,Uttwil PSG,männlich,Ausland,4
2007/2008,Primar Mittelstufe,Uttwil PSG,männlich,Schweiz,26
2007/2008,Primar Mittelstufe,Uttwil PSG,weiblich,Ausland,4
2007/2008,Primar Mittelstufe,Uttwil PSG,weiblich,Schweiz,21
2007/2008,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,männlich,Ausland,5
2007/2008,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,männlich,Schweiz,18
2007/2008,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,weiblich,Ausland,3
2007/2008,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,weiblich,Schweiz,19
2007/2008,Primar Mittelstufe,Wängi VSG,männlich,Ausland,14
2007/2008,Primar Mittelstufe,Wängi VSG,männlich,Schweiz,75
2007/2008,Primar Mittelstufe,Wängi VSG,weiblich,Ausland,8
2007/2008,Primar Mittelstufe,Wängi VSG,weiblich,Schweiz,70
2007/2008,Primar Mittelstufe,Warth-Weiningen PSG,männlich,Schweiz,24
2007/2008,Primar Mittelstufe,Warth-Weiningen PSG,weiblich,Schweiz,16
2007/2008,Primar Mittelstufe,Weinfelden PSG,männlich,Ausland,25
2007/2008,Primar Mittelstufe,Weinfelden PSG,männlich,Schweiz,136
2007/2008,Primar Mittelstufe,Weinfelden PSG,weiblich,Ausland,36
2007/2008,Primar Mittelstufe,Weinfelden PSG,weiblich,Schweiz,110
2007/2008,Primar Mittelstufe,Wigoltingen VSG,männlich,Ausland,2
2007/2008,Primar Mittelstufe,Wigoltingen VSG,männlich,Schweiz,70
2007/2008,Primar Mittelstufe,Wigoltingen VSG,weiblich,Ausland,4
2007/2008,Primar Mittelstufe,Wigoltingen VSG,weiblich,Schweiz,46
2007/2008,Primar Mittelstufe,Wilen bei Wil PSG,männlich,Ausland,3
2007/2008,Primar Mittelstufe,Wilen bei Wil PSG,männlich,Schweiz,56
2007/2008,Primar Mittelstufe,Wilen bei Wil PSG,weiblich,Ausland,2
2007/2008,Primar Mittelstufe,Wilen bei Wil PSG,weiblich,Schweiz,28
2007/2008,Primar Mittelstufe,Zezikon PSG,männlich,Schweiz,9
2007/2008,Primar Mittelstufe,Zezikon PSG,weiblich,Schweiz,5
2007/2008,Primar Unterstufe,Aadorf VSG,männlich,Ausland,20
2007/2008,Primar Unterstufe,Aadorf VSG,männlich,Schweiz,143
2007/2008,Primar Unterstufe,Aadorf VSG,weiblich,Ausland,26
2007/2008,Primar Unterstufe,Aadorf VSG,weiblich,Schweiz,83
2007/2008,Primar Unterstufe,Affeltrangen PSG,männlich,Ausland,4
2007/2008,Primar Unterstufe,Affeltrangen PSG,männlich,Schweiz,12
2007/2008,Primar Unterstufe,Affeltrangen PSG,weiblich,Ausland,1
2007/2008,Primar Unterstufe,Affeltrangen PSG,weiblich,Schweiz,10
2007/2008,Primar Unterstufe,Altnau PSG,männlich,Ausland,1
2007/2008,Primar Unterstufe,Altnau PSG,männlich,Schweiz,39
2007/2008,Primar Unterstufe,Altnau PSG,weiblich,Ausland,1
2007/2008,Primar Unterstufe,Altnau PSG,weiblich,Schweiz,25
2007/2008,Primar Unterstufe,Amlikon PSG,männlich,Ausland,1
2007/2008,Primar Unterstufe,Amlikon PSG,männlich,Schweiz,8
2007/2008,Primar Unterstufe,Amlikon PSG,weiblich,Ausland,1
2007/2008,Primar Unterstufe,Amlikon PSG,weiblich,Schweiz,16
2007/2008,Primar Unterstufe,Amriswil PSG,männlich,Ausland,63
2007/2008,Primar Unterstufe,Amriswil PSG,männlich,Schweiz,133
2007/2008,Primar Unterstufe,Amriswil PSG,weiblich,Ausland,69
2007/2008,Primar Unterstufe,Amriswil PSG,weiblich,Schweiz,137
2007/2008,Primar Unterstufe,Arbon PSG,männlich,Ausland,72
2007/2008,Primar Unterstufe,Arbon PSG,männlich,Schweiz,116
2007/2008,Primar Unterstufe,Arbon PSG,weiblich,Ausland,82
2007/2008,Primar Unterstufe,Arbon PSG,weiblich,Schweiz,91
2007/2008,Primar Unterstufe,Ausland,männlich,Ausland,1
2007/2008,Primar Unterstufe,Berg-Birwinken VSG,männlich,Schweiz,83
2007/2008,Primar Unterstufe,Berg-Birwinken VSG,weiblich,Ausland,9
2007/2008,Primar Unterstufe,Berg-Birwinken VSG,weiblich,Schweiz,59
2007/2008,Primar Unterstufe,Berlingen PG,männlich,Ausland,1
2007/2008,Primar Unterstufe,Berlingen PG,männlich,Schweiz,7
2007/2008,Primar Unterstufe,Berlingen PG,weiblich,Ausland,3
2007/2008,Primar Unterstufe,Berlingen PG,weiblich,Schweiz,5
2007/2008,Primar Unterstufe,Bettwiesen PSG,männlich,Ausland,6
2007/2008,Primar Unterstufe,Bettwiesen PSG,männlich,Schweiz,14
2007/2008,Primar Unterstufe,Bettwiesen PSG,weiblich,Ausland,4
2007/2008,Primar Unterstufe,Bettwiesen PSG,weiblich,Schweiz,14
2007/2008,Primar Unterstufe,Bichelsee-Balterswil VSG,männlich,Schweiz,40
2007/2008,Primar Unterstufe,Bichelsee-Balterswil VSG,weiblich,Ausland,3
2007/2008,Primar Unterstufe,Bichelsee-Balterswil VSG,weiblich,Schweiz,42
2007/2008,Primar Unterstufe,Bischofszell VSG,männlich,Ausland,22
2007/2008,Primar Unterstufe,Bischofszell VSG,männlich,Schweiz,175
2007/2008,Primar Unterstufe,Bischofszell VSG,weiblich,Ausland,42
2007/2008,Primar Unterstufe,Bischofszell VSG,weiblich,Schweiz,161
2007/2008,Primar Unterstufe,Bottighofen PSG,männlich,Ausland,8
2007/2008,Primar Unterstufe,Bottighofen PSG,männlich,Schweiz,20
2007/2008,Primar Unterstufe,Bottighofen PSG,weiblich,Ausland,4
2007/2008,Primar Unterstufe,Bottighofen PSG,weiblich,Schweiz,14
2007/2008,Primar Unterstufe,Braunau PSG,männlich,Schweiz,11
2007/2008,Primar Unterstufe,Braunau PSG,weiblich,Ausland,1
2007/2008,Primar Unterstufe,Braunau PSG,weiblich,Schweiz,22
2007/2008,Primar Unterstufe,Buch bei Frauenfeld PSG,männlich,Schweiz,8
2007/2008,Primar Unterstufe,Buch bei Frauenfeld PSG,weiblich,Schweiz,6
2007/2008,Primar Unterstufe,Bürglen VSG,männlich,Ausland,21
2007/2008,Primar Unterstufe,Bürglen VSG,männlich,Schweiz,32
2007/2008,Primar Unterstufe,Bürglen VSG,weiblich,Ausland,17
2007/2008,Primar Unterstufe,Bürglen VSG,weiblich,Schweiz,35
2007/2008,Primar Unterstufe,Bussnang-Rothenhausen PSG,männlich,Ausland,3
2007/2008,Primar Unterstufe,Bussnang-Rothenhausen PSG,männlich,Schweiz,20
2007/2008,Primar Unterstufe,Bussnang-Rothenhausen PSG,weiblich,Ausland,3
2007/2008,Primar Unterstufe,Bussnang-Rothenhausen PSG,weiblich,Schweiz,17
2007/2008,Primar Unterstufe,Dettighofen-Lanzenneunforn PSG,männlich,Ausland,1
2007/2008,Primar Unterstufe,Dettighofen-Lanzenneunforn PSG,männlich,Schweiz,13
2007/2008,Primar Unterstufe,Dettighofen-Lanzenneunforn PSG,weiblich,Ausland,1
2007/2008,Primar Unterstufe,Dettighofen-Lanzenneunforn PSG,weiblich,Schweiz,16
2007/2008,Primar Unterstufe,Diessenhofen VSG,männlich,Ausland,31
2007/2008,Primar Unterstufe,Diessenhofen VSG,männlich,Schweiz,91
2007/2008,Primar Unterstufe,Diessenhofen VSG,weiblich,Ausland,27
2007/2008,Primar Unterstufe,Diessenhofen VSG,weiblich,Schweiz,74
2007/2008,Primar Unterstufe,Dozwil PSG,männlich,Schweiz,7
2007/2008,Primar Unterstufe,Dozwil PSG,weiblich,Ausland,3
2007/2008,Primar Unterstufe,Dozwil PSG,weiblich,Schweiz,8
2007/2008,Primar Unterstufe,Egnach VSG,männlich,Ausland,8
2007/2008,Primar Unterstufe,Egnach VSG,männlich,Schweiz,82
2007/2008,Primar Unterstufe,Egnach VSG,weiblich,Ausland,10
2007/2008,Primar Unterstufe,Egnach VSG,weiblich,Schweiz,83
2007/2008,Primar Unterstufe,Erlen VSG,männlich,Ausland,17
2007/2008,Primar Unterstufe,Erlen VSG,männlich,Schweiz,48
2007/2008,Primar Unterstufe,Erlen VSG,weiblich,Ausland,16
2007/2008,Primar Unterstufe,Erlen VSG,weiblich,Schweiz,39
2007/2008,Primar Unterstufe,Ermatingen PSG,männlich,Ausland,9
2007/2008,Primar Unterstufe,Ermatingen PSG,männlich,Schweiz,18
2007/2008,Primar Unterstufe,Ermatingen PSG,weiblich,Ausland,12
2007/2008,Primar Unterstufe,Ermatingen PSG,weiblich,Schweiz,28
2007/2008,Primar Unterstufe,Eschenz PSG,männlich,Ausland,4
2007/2008,Primar Unterstufe,Eschenz PSG,männlich,Schweiz,23
2007/2008,Primar Unterstufe,Eschenz PSG,weiblich,Ausland,1
2007/2008,Primar Unterstufe,Eschenz PSG,weiblich,Schweiz,21
2007/2008,Primar Unterstufe,Eschlikon VSG,männlich,Ausland,11
2007/2008,Primar Unterstufe,Eschlikon VSG,männlich,Schweiz,73
2007/2008,Primar Unterstufe,Eschlikon VSG,weiblich,Ausland,8
2007/2008,Primar Unterstufe,Eschlikon VSG,weiblich,Schweiz,71
2007/2008,Primar Unterstufe,Felben-Wellhausen PSG,männlich,Ausland,6
2007/2008,Primar Unterstufe,Felben-Wellhausen PSG,männlich,Schweiz,38
2007/2008,Primar Unterstufe,Felben-Wellhausen PSG,weiblich,Ausland,4
2007/2008,Primar Unterstufe,Felben-Wellhausen PSG,weiblich,Schweiz,44
2007/2008,Primar Unterstufe,Fimmelsberg-Holzhäusern PSG,männlich,Ausland,1
2007/2008,Primar Unterstufe,Fimmelsberg-Holzhäusern PSG,männlich,Schweiz,9
2007/2008,Primar Unterstufe,Fimmelsberg-Holzhäusern PSG,weiblich,Schweiz,12
2007/2008,Primar Unterstufe,Fischingen VSG,männlich,Ausland,2
2007/2008,Primar Unterstufe,Fischingen VSG,männlich,Schweiz,46
2007/2008,Primar Unterstufe,Fischingen VSG,weiblich,Ausland,2
2007/2008,Primar Unterstufe,Fischingen VSG,weiblich,Schweiz,42
2007/2008,Primar Unterstufe,Frasnacht PSG,männlich,Ausland,3
2007/2008,Primar Unterstufe,Frasnacht PSG,männlich,Schweiz,18
2007/2008,Primar Unterstufe,Frasnacht PSG,weiblich,Ausland,3
